"name"	"PS15aii"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://star.pst.qub.ac.uk/ps1threepi/psdb/public/'>PS1 SN page</a>"	"alias"	"2"
"aliases"	"PS15aii"
"claimedtype"	"Ia"
"discoverday"	"11"
"discoverer"	"PS1"
"discovermonth"	"5"
"discoveryear"	"2015"
"host"	"CGCG 71-25"
"maxday"	"11"
"maxmonth"	"5"
"maxyear"	"2015"
"redshift"	"0.046589"
"sndec"	"+09:45:34.6"
"snra"	"12:44:45.54"
"photometry"	"timeunit"	"MJD"	"time"	"57153.5"	"abmag"	"17.6"	"source"	"2,1"
